method,method_index,name,period,distance
Transit,8,Kepler-1261 b,48,795
Transit,8,Kepler-1262 b,9,1,153
Transit,8,Kepler-1263 b,5,695
Transit,8,Kepler-1264 b,1,814
Transit,8,Kepler-1265 b,6,581
Transit,8,Kepler-1266 b,28,901
Transit,8,Kepler-1267 b,13,1,628
Transit,8,Kepler-1268 b,41,1,406
Transit,8,Kepler-1269 b,37,710
Transit,8,Kepler-1270 b,6,1,204
Transit,8,Kepler-1271 b,3,885
Transit,8,Kepler-1272 b,51,896
Transit,8,Kepler-1273 b,29,1,355
Transit,8,Kepler-1274 b,7,609
Transit,8,Kepler-1275 b,4,1,280
Transit,8,Kepler-1276 b,13,587
Transit,8,Kepler-1277 b,41,606
Transit,8,Kepler-1278 b,3,743
Transit,8,Kepler-1279 b,23,1,017
Transit,8,Kepler-1280 b,67,1,006
Transit,8,Kepler-1281 b,3,1,090
Transit,8,Kepler-1282 b,2,1,126
Transit,8,Kepler-1283 b,13,1,452
Transit,8,Kepler-1284 b,1,852
Transit,8,Kepler-1285 b,15,364
Transit,8,Kepler-1286 b,11,1,150
Transit,8,Kepler-1287 b,11,1,027
Transit,8,Kepler-1288 b,3,715
Transit,8,Kepler-1289 b,8,1,059
Transit,8,Kepler-1290 b,5,1,321
Transit,8,Kepler-1291 b,9,982
Transit,8,Kepler-1292 b,3,1,406
Transit,8,Kepler-1293 b,6,770
Transit,8,Kepler-1294 b,116,1,120
Transit,8,Kepler-1295 b,4,1,257
Transit,8,Kepler-1296 b,8,631
Transit,8,Kepler-1297 b,2,996
Transit,8,Kepler-1298 b,7,498
Transit,8,Kepler-1299 b,20,1,352
Transit,8,Kepler-1300 b,22,757
Transit,8,Kepler-1301 b,9,816
Transit,8,Kepler-1302 b,9,727
Transit,8,Kepler-1303 b,8,905
Transit,8,Kepler-1304 b,16,682
Transit,8,Kepler-1305 b,14,1,343
Transit,8,Kepler-1306 b,16,1,130
Transit,8,Kepler-1307 b,18,1,396
Transit,8,Kepler-1308 b,2,73
Transit,8,Kepler-1309 b,29,845
Transit,8,Kepler-1310 b,1,583
Transit,8,Kepler-1311 b,11,705
Transit,8,Kepler-1311 c,3,705
Transit,8,Kepler-1312 b,5,305
Transit,8,Kepler-1313 b,4,187
Transit,8,Kepler-1314 b,5,462
Transit,8,Kepler-1315 b,1,505
Transit,8,Kepler-1316 b,88,753
Transit,8,Kepler-1317 b,1,734
Transit,8,Kepler-1318 b,213,475
Transit,8,Kepler-1319 b,3,114
Transit,8,Kepler-1320 b,1,771
Transit,8,Kepler-1321 b,11,547
Transit,8,Kepler-1321 c,2,547
Transit,8,Kepler-1322 b,1,1,217
Transit,8,Kepler-1323 b,1,530
Transit,8,Kepler-1324 b,4,522
Transit,8,Kepler-1325 b,34,955
Transit,8,Kepler-1326 b,42,910
Transit,8,Kepler-1327 b,15,688
Transit,8,Kepler-1328 b,5,630
Transit,8,Kepler-1329 b,9,624
Transit,8,Kepler-1330 b,10,939
Transit,8,Kepler-1331 b,1,365
Transit,8,Kepler-1332 b,12,515
Transit,8,Kepler-1333 b,110,958
Transit,8,Kepler-1334 b,16,1,047
Transit,8,Kepler-1335 b,6,628
Transit,8,Kepler-1336 b,23,822
Transit,8,Kepler-1336 c,6,822
Transit,8,Kepler-1337 b,24,588
Transit,8,Kepler-1338 b,1,619
Transit,8,Kepler-1339 b,1,267
Transit,8,Kepler-1340 b,1,1,421
Transit,8,Kepler-1341 b,133,466
Transit,8,Kepler-1342 b,2,941
Transit,8,Kepler-1343 b,3,1,307
Transit,8,Kepler-1344 b,5,851
Transit,8,Kepler-1345 b,45,1,164
Transit,8,Kepler-1346 b,3,1,123
Transit,8,Kepler-1347 b,14,321
Transit,8,Kepler-1348 b,28,1,033
Transit,8,Kepler-1349 b,2,260
Transit,8,Kepler-1350 b,4,350
Transit,8,Kepler-1350 c,2,350
Transit,8,Kepler-1351 b,1,241
Transit,8,Kepler-1352 b,2,637
Transit,8,Kepler-1353 b,25,596
Transit,8,Kepler-1354 b,77,1,057
Transit,8,Kepler-1355 b,1,963
Transit,8,Kepler-1356 b,1,881
Transit,8,Kepler-1357 b,3,1,026
Transit,8,Kepler-1358 b,7,558
Transit,8,Kepler-1359 b,59,669
Transit,8,Kepler-1360 b,41,1,405
Transit,8,Kepler-1361 b,4,404
Transit,8,Kepler-1362 b,136,767
Transit,8,Kepler-1363 b,3,559
Transit,8,Kepler-1364 b,13,1,149
Transit,8,Kepler-1365 b,8,541
Transit,8,Kepler-1365 c,5,541
Transit,8,Kepler-1366 b,2,395
Transit,8,Kepler-1367 b,2,357
Transit,8,Kepler-1368 b,1,1,750
Transit,8,Kepler-1369 b,26,1,236
Transit,8,Kepler-1370 b,20,878
Transit,8,Kepler-1370 c,7,878
Transit,8,Kepler-1371 b,3,450
Transit,8,Kepler-1371 c,2,450
Transit,8,Kepler-1372 b,1,1,161
Transit,8,Kepler-1373 b,1,1,112
Transit,8,Kepler-1374 b,11,1,135
Transit,8,Kepler-1375 b,3,1,238
Transit,8,Kepler-1376 b,5,864
Transit,8,Kepler-1377 b,1,1,019
Transit,8,Kepler-1378 b,12,562
Transit,8,Kepler-1379 b,1,951
Transit,8,Kepler-1380 b,10,1,209
Transit,8,Kepler-1381 b,25,1,306
Transit,8,Kepler-1382 b,16,730
Transit,8,Kepler-1383 b,14,961
Transit,8,Kepler-1384 b,15,618
Transit,8,Kepler-1385 b,3,527
Transit,8,Kepler-1386 b,7,838
Transit,8,Kepler-1387 b,2,491
Transit,8,Kepler-1388 b,12,492
Transit,8,Kepler-1388 c,6,492
Transit,8,Kepler-1388 d,21,492
Transit,8,Kepler-1388 e,38,492
Transit,8,Kepler-1389 b,99,521
Transit,8,Kepler-1390 b,6,760
Transit,8,Kepler-1391 b,54,721
Transit,8,Kepler-1392 b,15,1,117
Transit,8,Kepler-1393 b,2,462
Transit,8,Kepler-1394 b,4,820
Transit,8,Kepler-1395 b,4,507
Transit,8,Kepler-1396 b,18,1,236
Transit,8,Kepler-1397 b,47,770
Transit,8,Kepler-1398 b,3,793
Transit,8,Kepler-1398 c,4,793
Transit,8,Kepler-1399 b,2,1,256
Transit,8,Kepler-1400 b,9,879
Transit,8,Kepler-1401 b,11,1,242
Transit,8,Kepler-1402 b,2,681
Transit,8,Kepler-1403 b,5,1,801
Transit,8,Kepler-1404 b,16,946
Transit,8,Kepler-1405 b,28,1,605
Transit,8,Kepler-1406 b,12,587
Transit,8,Kepler-1407 b,20,1,275
Transit,8,Kepler-1408 b,3,426
Transit,8,Kepler-1409 b,1,722
Transit,8,Kepler-1410 b,61,367
Transit,8,Kepler-1411 b,86,1,431
Transit,8,Kepler-1412 b,4,639
Transit,8,Kepler-1413 b,13,1,162
Transit,8,Kepler-1414 b,4,534
Transit,8,Kepler-1415 b,1,1,066
Transit,8,Kepler-1416 b,1,807
Transit,8,Kepler-1417 b,20,656
Transit,8,Kepler-1418 b,22,499
Transit,8,Kepler-1419 b,43,1,444
Transit,8,Kepler-1420 b,7,923
Transit,8,Kepler-1421 b,7,675
Transit,8,Kepler-1422 b,19,2,081
Transit,8,Kepler-1423 b,24,449
Transit,8,Kepler-1424 b,30,620
Transit,8,Kepler-1425 b,14,499
Transit,8,Kepler-1426 b,14,1,211
Transit,8,Kepler-1427 b,1,1,220
Transit,8,Kepler-1428 b,11,802
Transit,8,Kepler-1429 b,4,1,156
Transit,8,Kepler-1430 b,2,541
Transit,8,Kepler-1431 b,6,1,270
Transit,8,Kepler-1432 b,24,1,552
Transit,8,Kepler-1433 b,4,1,328
Transit,8,Kepler-1434 b,8,680
Transit,8,Kepler-1435 b,4,681
Transit,8,Kepler-1436 b,10,1,142
Transit,8,Kepler-1437 b,11,1,182
Transit,8,Kepler-1438 b,2,866
Transit,8,Kepler-1439 b,8,215
Transit,8,Kepler-1440 b,40,685
Transit,8,Kepler-1441 b,39,751
Transit,8,Kepler-1442 b,81,525
Transit,8,Kepler-1443 b,2,475
Transit,8,Kepler-1444 b,33,340
Transit,8,Kepler-1445 b,11,482
Transit,8,Kepler-1446 b,1,162
Transit,8,Kepler-1447 b,57,871
Transit,8,Kepler-1448 b,12,786
Transit,8,Kepler-1449 b,13,1,321
Transit,8,Kepler-1450 b,55,490
Transit,8,Kepler-1451 b,36,1,159
Transit,8,Kepler-1452 b,43,974
Transit,8,Kepler-1453 b,47,1,284
Transit,8,Kepler-1454 b,47,795
Transit,8,Kepler-1455 b,49,392
Transit,8,Kepler-1456 b,18,379
Transit,8,Kepler-1457 b,51,728
Transit,8,Kepler-1458 b,48,642
Transit,8,Kepler-1459 b,63,435
Transit,8,Kepler-1460 b,30,574
Transit,8,Kepler-1461 b,29,752
Transit,8,Kepler-1462 b,66,1,368
Transit,8,Kepler-1463 b,25,1,341
Transit,8,Kepler-1464 b,32,692
Transit,8,Kepler-1464 c,5,692
Transit,8,Kepler-1465 b,32,350
Transit,8,Kepler-1466 b,31,686
Transit,8,Kepler-1467 b,47,890
Transit,8,Kepler-1468 b,8,1,130
Transit,8,Kepler-1468 c,4,1,130
Transit,8,Kepler-1469 b,22,1,255
Transit,8,Kepler-1470 b,16,569
Transit,8,Kepler-1471 b,4,1,059
Transit,8,Kepler-1472 b,38,1,269
Transit,8,Kepler-1473 b,14,625
Transit,8,Kepler-1474 b,36,1,214
Transit,8,Kepler-1475 b,82,1,714
Transit,8,Kepler-1476 b,10,1,218
Transit,8,Kepler-1477 b,12,525
Transit,8,Kepler-1478 b,26,1,405
Transit,8,Kepler-1479 b,15,619
Transit,8,Kepler-1480 b,22,540
Transit,8,Kepler-1481 b,6,493
Transit,8,Kepler-1482 b,12,442
Transit,8,Kepler-1483 b,10,1,327
Transit,8,Kepler-1484 b,30,1,095
Transit,8,Kepler-1485 b,20,550
Transit,8,Kepler-1486 b,55,1,465
Transit,8,Kepler-1487 b,7,1,094
Transit,8,Kepler-1488 b,40,618
Transit,8,Kepler-1489 b,82,870
Transit,8,Kepler-1490 b,92,968
Transit,8,Kepler-1491 b,17,1,312
Transit,8,Kepler-1492 b,17,371
Transit,8,Kepler-1493 b,15,572
Transit,8,Kepler-1494 b,91,1,059
Transit,8,Kepler-1495 b,85,1,307
Transit,8,Kepler-1496 b,65,1,293
Transit,8,Kepler-1497 b,9,1,122
Transit,8,Kepler-1498 b,48,740
Transit,8,Kepler-1499 b,44,310
Transit,8,Kepler-1500 b,15,904
Transit,8,Kepler-1501 b,15,888
Transit,8,Kepler-1502 b,42,1,540
Transit,8,Kepler-1503 b,96,850
Transit,8,Kepler-1504 b,82,1,029
Transit,8,Kepler-1505 b,31,359
Transit,8,Kepler-1506 b,14,1,318
Transit,8,Kepler-1507 b,16,342
Transit,8,Kepler-1508 b,21,892
Transit,8,Kepler-1509 b,25,1,277
Transit,8,Kepler-1510 b,85,1,615
Transit,8,Kepler-1511 b,23,897
Transit,8,Kepler-1512 b,20,162
Transit,8,Kepler-1513 b,161,384
Transit,8,Kepler-1514 b,218,379
Transit,8,Kepler-1515 b,214,504
Transit,8,Kepler-1516 b,7,872
Transit,8,Kepler-1517 b,6,869
Transit,8,Kepler-1518 b,5,1,140
Transit,8,Kepler-1519 b,241,858
Transit,8,Kepler-1520 b,1,636
Transit,8,Kepler-1521 b,47,227
Transit,8,Kepler-1522 b,2,690
Transit,8,Kepler-1523 b,1,918
Transit,8,Kepler-1524 b,71,506
Transit,8,Kepler-1525 b,2,396
Transit,8,Kepler-1526 b,4,576
Transit,8,Kepler-1527 b,160,1,560
Transit,8,Kepler-1528 b,2,916
Transit,8,Kepler-1529 b,5,683
Transit,8,Kepler-1530 b,3,552
Transit,8,Kepler-1530 c,5,552
Transit,8,Kepler-1531 b,1,670
Transit,8,Kepler-1532 b,1,824
Transit,8,Kepler-1533 b,309,852
Transit,8,Kepler-1534 b,6,1,107
Transit,8,Kepler-1535 b,139,879
Transit,8,Kepler-1536 b,365,401
Transit,8,Kepler-1537 b,1,503
Transit,8,Kepler-1538 b,175,1,291
Transit,8,Kepler-1539 b,133,788
Transit,8,Kepler-1540 b,125,262
Transit,8,Kepler-1541 b,8,414
Transit,8,Kepler-1542 b,4,336
Transit,8,Kepler-1542 c,3,336
Transit,8,Kepler-1542 d,6,336
Transit,8,Kepler-1542 e,5,336
Transit,8,Kepler-1543 b,7,1,114
Transit,8,Kepler-1544 b,169,349
Transit,8,Kepler-1545 b,164,688
Transit,8,Kepler-1546 b,20,994
Transit,8,Kepler-1547 b,1,665
Transit,8,Kepler-1548 b,125,1,150
Transit,8,Kepler-1549 b,215,792
Transit,8,Kepler-1550 b,226,1,202
Transit,8,Kepler-1551 b,24,1,560
Transit,8,Kepler-1552 b,185,618
Transit,8,Kepler-1553 b,4,719
Transit,8,Kepler-1554 b,198,982
Transit,8,Kepler-1555 b,8,1,382
Transit,8,Kepler-1556 b,9,1,060
Transit,8,Kepler-1557 b,4,1,532
Transit,8,Kepler-1558 b,4,343
Transit,8,Kepler-1559 b,1,580
Transit,8,Kepler-1560 b,3,529
Transit,8,Kepler-1561 b,1,993
Transit,8,Kepler-1562 b,64,1,315
Transit,8,Kepler-1563 b,3,547
Transit,8,Kepler-1564 b,18,872
Transit,8,Kepler-1565 b,2,657
Transit,8,Kepler-1566 b,1,511
Transit,8,Kepler-1567 b,154,1,226
Transit,8,Kepler-1568 b,21,883
Transit,8,Kepler-1569 b,6,1,050
Transit,8,Kepler-1570 b,27,463
Transit,8,Kepler-1571 b,3,802
Transit,8,Kepler-1572 b,5,600
Transit,8,Kepler-1573 b,3,1,180
Transit,8,Kepler-1574 b,7,1,275
Transit,8,Kepler-1575 b,3,1,170
Transit,8,Kepler-1576 b,7,539
Transit,8,Kepler-1577 b,6,543
Transit,8,Kepler-1578 b,1,1,016
Transit,8,Kepler-1579 b,1,466
Transit,8,Kepler-1580 b,57,872
Transit,8,Kepler-1581 b,6,443
Transit,8,Kepler-1582 b,5,112
Transit,8,Kepler-1583 b,9,357
Transit,8,Kepler-1584 b,13,1,325
Transit,8,Kepler-1585 b,4,1,269
Transit,8,Kepler-1586 b,16,864
Transit,8,Kepler-1587 b,9,907
Transit,8,Kepler-1588 b,8,658
Transit,8,Kepler-1589 b,1,1,418
Transit,8,Kepler-1590 b,8,900
Transit,8,Kepler-1591 b,8,1,090
Transit,8,Kepler-1592 b,3,1,349
Transit,8,Kepler-1593 b,175,755
Transit,8,Kepler-1594 b,3,1,100
Transit,8,Kepler-1595 b,5,841
Transit,8,Kepler-1596 b,66,1,166
Transit,8,Kepler-1597 b,3,1,255
Transit,8,Kepler-1598 b,4,734
Transit,8,Kepler-1599 b,122,1,004
Transit,8,Kepler-1600 b,386,992
Transit,8,Kepler-1601 b,2,660
Transit,8,Kepler-1602 b,11,815
Transit,8,Kepler-1603 b,2,1,751
Transit,8,Kepler-1604 b,1,562
Transit,8,Kepler-1605 b,86,224
Transit,8,Kepler-1606 b,196,880
Transit,8,Kepler-1607 b,14,735
Transit,8,Kepler-1608 b,16,832
Transit,8,Kepler-1609 b,114,1,483
Transit,8,Kepler-1610 b,9,1,063
Transit,8,Kepler-1611 b,5,686
Transit,8,Kepler-1612 b,4,837
Transit,8,Kepler-1613 b,2,855
Transit,8,Kepler-1614 b,4,982
Transit,8,Kepler-1615 b,47,940
Transit,8,Kepler-1616 b,7,862
Transit,8,Kepler-1617 b,27,813
Transit,8,Kepler-1618 b,6,1,238
Transit,8,Kepler-1619 b,24,520
Transit,8,Kepler-1620 b,102,773
Transit,8,Kepler-1621 b,92,1,461
Transit,8,Kepler-1622 b,11,927
Transit,8,Kepler-1623 b,4,986
Transit,8,Kepler-1624 b,3,199
Transit,8,Kepler-1625 b,287,1,213
Transit,8,Kepler-1626 b,4,1,718
Transit,8,Kepler-1627 b,7,311
Transit,8,Kepler-1628 b,76,352
Transit,8,Kepler-1629 b,4,390
Transit,8,Kepler-1630 b,510,278
Transit,8,Kepler-1631 b,4,1,190
Transit,8,Kepler-1632 b,448,584
Transit,8,Kepler-1633 b,186,811
Transit,8,Kepler-1634 b,375,654
Transit,8,Kepler-1635 b,470,1,084
Transit,8,Kepler-1636 b,425,1,567
Transit,8,Kepler-1637 b,6,506
Transit,8,Kepler-1638 b,259,879
Transit,8,Kepler-1639 b,10,1,168
Transit,8,Kepler-1640 b,8,1,379
Transit,8,Kepler-1641 b,20,961
Transit,8,Kepler-1641 c,33,961
Transit,8,Kepler-1642 b,12,447
Transit,8,Kepler-1642 c,7,447
Transit,8,Kepler-1643 b,5,414
Transit,8,Kepler-1644 b,21,592
Transit,8,Kepler-1645 b,16,844
Transit,8,Kepler-1646 b,4,81
Transit,8,Kepler-1650 b,2,121
Transit,8,Kepler-1651 b,10,69
Transit,8,Kepler-1652 b,38,252
Transit,8,Kepler-1653 b,140,755
Transit,8,Kepler-1655 b,12,231
Transit,8,KIC 5437945 b,441,848
Transit,8,KOI-12 b,18,426
Transit,8,KOI-13 b,2,415
Transit,8,KOI-94 b,4,462
Transit,8,KOI-94 c,10,462
Transit,8,KOI-94 d,22,462
Transit,8,KOI-94 e,54,462
Transit,8,KOI-142 b,11,339
Transit,8,KOI-217 b,4,800
Transit,8,KOI-351 b,7,780
Transit,8,KOI-351 c,9,780
Transit,8,KOI-351 d,60,780
Transit,8,KOI-351 e,92,780
Transit,8,KOI-351 f,125,780
Transit,8,KOI-351 g,211,780
Transit,8,KOI-351 h,332,780
Transit,8,KOI-351 i,14,780
Transit,8,KOI-1257 b,87,900
Transit,8,LHS 1140 b,25,12
Transit,8,Lupus-TR-3 b,4,2,000
Transit,8,MASCARA-1 b,2,189
Transit,8,NGTS-1 b,3,224
Transit,8,NGTS-3 A b,2,1,010
Transit,8,OGLE-TR-113 b,1,600
Transit,8,OGLE-TR-132 b,2,2,500
Transit,8,PH1 b,138,1,000
Transit,8,PH2 b,283,346
Transit,8,POTS-1 b,3,1,200
Transit,8,SWEEPS-4 b,4,8,500
Transit,8,SWEEPS-11 b,2,8,500
Transit,8,TRAPPIST-1 b,2,12
Transit,8,TRAPPIST-1 c,2,12
Transit,8,TRAPPIST-1 d,4,12
Transit,8,TRAPPIST-1 e,6,12
Transit,8,TRAPPIST-1 f,9,12
Transit,8,TRAPPIST-1 g,12,12
Transit,8,TRAPPIST-1 h,19,12
Transit,8,TrES-1 b,3,150
Transit,8,TrES-2 b,2,213
Transit,8,TrES-3 b,1,228
Transit,8,TrES-4 b,4,492
Transit,8,TrES-5 b,1,360
Transit,8,WASP-1 b,3,408
Transit,8,WASP-2 b,2,166
Transit,8,WASP-3 b,3,220
Transit,8,WASP-4 b,2,300
Transit,8,WASP-5 b,2,300
Transit,8,WASP-7 b,5,140
Transit,8,WASP-8 b,3,87
Transit,8,WASP-10 b,3,90
Transit,8,WASP-11 b,4,122
Transit,8,WASP-13 b,4,155
Transit,8,WASP-14 b,2,160
Transit,8,WASP-16 b,3,208
Transit,8,WASP-17 b,4,400
Transit,8,WASP-18 b,1,105
Transit,8,WASP-19 b,1,250
Transit,8,WASP-20 b,5,210
Transit,8,WASP-21 b,4,242
Transit,8,WASP-22 b,4,300
Transit,8,WASP-24 b,2,338
Transit,8,WASP-25 b,4,193
Transit,8,WASP-26 b,3,250
Transit,8,WASP-28 b,3,410
Transit,8,WASP-29 b,4,70
Transit,8,WASP-31 b,3,360
Transit,8,WASP-32 b,3,232
Transit,8,WASP-33 b,1,116
Transit,8,WASP-34 b,4,120
Transit,8,WASP-36 b,2,450
Transit,8,WASP-37 b,4,343
Transit,8,WASP-38 b,7,110
Transit,8,WASP-39 b,4,230
Transit,8,WASP-41 b,3,180
Transit,8,WASP-42 b,5,160
Transit,8,WASP-43 b,1,80
Transit,8,WASP-45 b,3,225
Transit,8,WASP-47 b,4,200
Transit,8,WASP-47 d,9,200
Transit,8,WASP-47 e,1,200
Transit,8,WASP-49 b,3,170
Transit,8,WASP-50 b,2,230
Transit,8,WASP-52 b,2,140
Transit,8,WASP-54 b,4,200
Transit,8,WASP-55 b,4,330
Transit,8,WASP-56 b,5,255
Transit,8,WASP-57 b,3,455
Transit,8,WASP-58 b,5,300
Transit,8,WASP-59 b,8,125
Transit,8,WASP-60 b,4,400
Transit,8,WASP-61 b,4,480
Transit,8,WASP-62 b,4,160
Transit,8,WASP-63 b,4,330
Transit,8,WASP-64 b,2,350
Transit,8,WASP-65 b,2,310
Transit,8,WASP-66 b,4,380
Transit,8,WASP-67 b,5,225
Transit,8,WASP-68 b,5,245
Transit,8,WASP-69 b,4,50
Transit,8,WASP-70 A b,4,245
Transit,8,WASP-71 b,3,345
Transit,8,WASP-72 b,2,340
Transit,8,WASP-73 b,4,363
Transit,8,WASP-74 b,2,120
Transit,8,WASP-75 b,2,260
Transit,8,WASP-76 b,2,120
Transit,8,WASP-77 A b,1,93
Transit,8,WASP-78 b,2,550
Transit,8,WASP-79 b,4,240
Transit,8,WASP-80 b,3,60
Transit,8,WASP-82 b,3,200
Transit,8,WASP-83 b,5,300
Transit,8,WASP-84 b,9,125
Transit,8,WASP-88 b,5,482
Transit,8,WASP-90 b,4,340
Transit,8,WASP-91 b,3,151
Transit,8,WASP-92 b,2,530
Transit,8,WASP-93 b,3,250
Transit,8,WASP-94 A b,4,180
Transit,8,WASP-95 b,2,141
Transit,8,WASP-97 b,2,146
Transit,8,WASP-99 b,6,155
Transit,8,WASP-100 b,3,332
Transit,8,WASP-101 b,4,198
Transit,8,WASP-103 b,1,470
Transit,8,WASP-104 b,2,143
Transit,8,WASP-106 b,9,283
Transit,8,WASP-113 b,5,360
Transit,8,WASP-114 b,2,460
Transit,8,WASP-117 b,10,156
Transit,8,WASP-119 b,2,333
Transit,8,WASP-120 b,4,437
Transit,8,WASP-121 b,1,270
Transit,8,WASP-123 b,3,214
Transit,8,WASP-124 b,3,433
Transit,8,WASP-126 b,3,234
Transit,8,WASP-127 b,4,102
Transit,8,WASP-129 b,6,246
Transit,8,WASP-130 b,12,180
Transit,8,WASP-131 b,5,250
Transit,8,WASP-132 b,7,120
Transit,8,WASP-133 b,2,547
Transit,8,WASP-135 b,1,300
Transit,8,WASP-136 b,5,164
Transit,8,WASP-138 b,4,308
Transit,8,WASP-139 b,6,230
Transit,8,WASP-140 b,2,180
Transit,8,WASP-141 b,3,570
Transit,8,WASP-142 b,2,840
Transit,8,WASP-153 b,3,430
Transit,8,WASP-156 b,4,140
Transit,8,WASP-167 b,2,381
Transit,8,WTS-1 b,3,3,200
Transit,8,WTS-2 b,1,1,000
Transit,8,XO-1 b,4,172
Transit,8,XO-2 N b,3,146
Transit,8,XO-3 b,3,174
Transit,8,XO-4 b,4,293
Transit,8,XO-5 b,4,260
Transit,8,XO-6 b,4,233
Transit Timing Variations,9,Kepler-19 c,29,2,119
Transit Timing Variations,9,Kepler-37 e,51,66
Transit Timing Variations,9,Kepler-46 c,57,855
Transit Timing Variations,9,Kepler-122 f,56,946
Transit Timing Variations,9,Kepler-338 e,9,568
Transit Timing Variations,9,Kepler-414 b,5,440
Transit Timing Variations,9,Kepler-414 c,7,440
Transit Timing Variations,9,Kepler-415 b,4,617
Transit Timing Variations,9,Kepler-415 c,9,617
Transit Timing Variations,9,Kepler-416 b,6,711
Transit Timing Variations,9,Kepler-416 c,12,711
Transit Timing Variations,9,Kepler-417 b,12,981
Transit Timing Variations,9,Kepler-417 c,16,981
Transit Timing Variations,9,Kepler-419 c,675,872
Transit Timing Variations,9,KOI-142 c,22,339
